Transaction_ID,Date,Amount,Category,Status,Customer_Email,Customer_Phone
TXN-00425,2023-03-24,596.81,Travel,Failed,user425@example.com,+1-325-473-8366
TXN-00871,2023-09-29,473.46,Healthcare,Completed,user871@example.com,+1-766-815-5668
TXN-00712,2023-02-12,485.49,Utility,Completed,user712@example.com,+1-511-206-7483
TXN-00126,2023-10-26,828.57,Grocery,Completed,user126@example.com,+1-579-886-9850
TXN-00981,2023-11-01,617.87,Healthcare,Completed,user981@example.com,+1-941-604-9128
TXN-00010,2023-10-07,581.38,Utility,Completed,user10@example.com,+1-952-530-5102
TXN-00605,2023-05-05,562.02,Travel,Pending,user605@example.com,+1-862-280-8369
TXN-00956,2023-06-02,667.59,Grocery,Completed,user956@example.com,+1-359-308-3693
TXN-00748,2023-03-06,386.69,Entertainment,Completed,user748@example.com,+1-625-287-2901
TXN-00375,2023-05-16,822.98,Utility,Completed,user375@example.com,+1-468-993-5264
TXN-00089,2023-10-01,420.54,Grocery,Completed,user89@example.com,+1-667-509-4263
TXN-00957,2023-10-29,551.41,Utility,Completed,user957@example.com,+1-660-677-6145
TXN-00398,2023-03-01,703.08,Travel,Completed,user398@example.com,+1-714-256-3034
TXN-00705,2023-10-01,266.51,Grocery,Completed,user705@example.com,+1-474-704-3390
TXN-00999,2023-08-06,414.32,Entertainment,Completed,user999@example.com,+1-997-487-1959
TXN-00790,2023-07-09,250.86,Travel,Completed,user790@example.com,+1-775-717-9109
TXN-00835,2023-07-01,494.8,Healthcare,Completed,user835@example.com,+1-791-333-8951
TXN-00693,2023-08-12,337.84,Grocery,Completed,user693@example.com,+1-304-335-2430
TXN-00740,2023-01-21,14568.0,Healthcare,Completed,user740@example.com,+1-970-539-8052
TXN-00422,2023-03-08,763.3,Healthcare,Completed,user422@example.com,+1-608-333-7070
TXN-00688,2023-11-05,443.78,Utility,Completed,user688@example.com,+1-589-928-3527
TXN-00873,2023-08-06,293.1,Healthcare,Completed,user873@example.com,+1-874-508-4366
TXN-00073,2023-08-21,494.63,Travel,Completed,user73@example.com,+1-644-300-2646
TXN-00512,2023-09-19,492.46,Utility,Completed,user512@example.com,+1-238-209-5888
TXN-00965,2023-04-17,486.54,Entertainment,Completed,user965@example.com,+1-293-928-5066
TXN-00442,2023-08-09,495.1,Travel,Failed,user442@example.com,+1-246-610-1838
TXN-00307,2023-08-05,691.65,Healthcare,Pending,user307@example.com,+1-349-340-1627
TXN-00218,2023-08-20,464.48,Grocery,Completed,user218@example.com,+1-712-772-6802
TXN-00780,2023-06-04,7615.0,Utility,Completed,user780@example.com,+1-910-344-9369
TXN-00881,2023-05-09,879.04,Healthcare,Completed,user881@example.com,+1-524-335-7337
TXN-00752,2023-10-16,297.25,Utility,Completed,user752@example.com,+1-556-687-2599
TXN-00888,2023-12-20,446.11,Healthcare,Completed,user888@example.com,+1-718-493-9209
TXN-00446,2023-07-06,600.45,Travel,Completed,user446@example.com,+1-661-982-5582
TXN-00779,2023-12-23,488.83,Travel,Pending,user779@example.com,+1-319-387-7116
TXN-00024,2023-11-29,286.29,Utility,Completed,user24@example.com,+1-458-531-2899
TXN-00135,2023-02-26,362.09,Grocery,Completed,user135@example.com,+1-607-482-4109
TXN-00091,2023-03-25,514.56,Utility,Completed,user91@example.com,+1-442-590-6881
TXN-00630,2023-11-10,664.13,Entertainment,Completed,user630@example.com,+1-463-981-9005
TXN-00328,2023-01-30,,Healthcare,Completed,user328@example.com,+1-599-681-1713
TXN-00107,2023-02-03,782.93,Grocery,Completed,user107@example.com,+1-479-368-5210
TXN-00833,2023-09-07,349.38,Grocery,Completed,user833@example.com,+1-706-474-6289
TXN-00883,2023-03-03,426.58,Grocery,Completed,user883@example.com,+1-759-899-3830
TXN-00355,2023-06-10,497.15,Grocery,Pending,user355@example.com,+1-876-502-6021
TXN-00811,2023-10-03,471.97,Grocery,Completed,user811@example.com,+1-369-830-3281
TXN-00824,2023/13/45,445.57,Healthcare,Completed,user824@example.com,+1-842-624-7146
TXN-00672,2023-04-16,188.99,Healthcare,Pending,user672@example.com,+1-777-446-7375
TXN-00206,2023-08-05,359.33,Grocery,Pending,user206@example.com,+1-973-724-2864
TXN-00275,2023-10-02,352.77,Utility,Completed,user275@example.com,+1-571-516-3953
TXN-00962,2023-01-31,,Utility,Completed,user962@example.com,+1-361-902-5984
TXN-00983,2023/13/45,354.95,Travel,Completed,user983@example.com,+1-376-562-4517
TXN-00656,2023-03-12,,Entertainment,Pending,user656@example.com,+1-900-282-1519
TXN-00593,2023/13/45,571.85,Entertainment,Completed,user593@example.com,+1-841-895-7999
TXN-00305,2023-08-21,496.86,Grocery,Completed,user305@example.com,+1-583-429-1461
TXN-00759,2023-11-07,371.25,Entertainment,Completed,user759@example.com,+1-538-773-7985
TXN-00911,2023/13/45,453.83,Entertainment,Pending,user911@example.com,+1-929-790-2262
TXN-00950,2023-11-13,536.5,Entertainment,Completed,user950@example.com,+1-645-878-3141
TXN-00652,2023-06-21,668.98,Healthcare,Completed,user652example.com,+1-458-562-5379
TXN-00784,2023-10-17,591.59,Healthcare,Completed,user784@example.com,+1-910-860-3838
TXN-00331,2023-04-06,498.16,Grocery,Completed,user331@example.com,+1-565-269-6649
TXN-00897,2023-05-25,474.93,Healthcare,Completed,user897@example.com,+1-517-915-8167
TXN-00863,2023-12-21,732.13,Travel,Completed,user863@example.com,+1-843-966-3480
TXN-00814,2023-08-12,529.48,Healthcare,Completed,user814@example.com,+1-487-811-9827
TXN-00276,2023-08-18,569.32,Healthcare,Completed,user276@example.com,+1-419-549-8967
TXN-00769,2023-12-13,405.95,Healthcare,Completed,user769@example.com,+1-401-668-2867
TXN-00948,2023-11-07,396.21,Healthcare,Pending,user948@example.com,+1-336-852-7461
TXN-00679,2023-07-14,640.35,Utility,Completed,user679@example.com,+1-819-987-7499
TXN-00887,2023-10-02,587.59,Travel,Completed,user887@example.com,+1-240-261-7520
TXN-00322,2023-01-26,589.27,Healthcare,Completed,user322@example.com,+1-639-201-6780
TXN-00438,2023-07-09,292.98,Healthcare,Completed,user438@example.com,+1-492-749-1133
TXN-00711,2023-01-14,531.65,Grocery,Pending,user711@example.com,+1-668-309-3219
TXN-00229,2023-04-23,392.7,Entertainment,Completed,user229@example.com,+1-517-963-6562
TXN-00361,2023-11-27,,Grocery,Completed,user361@example.com,+1-276-887-7655
TXN-00702,2023-08-28,657.35,Travel,Failed,user702@example.com,+1-785-733-3778
TXN-00387,2023-11-10,551.26,Travel,Completed,user387@example.com,+1-442-705-1430
TXN-00102,2023-04-28,436.9,Grocery,Completed,user102@example.com,+1-793-573-3153
TXN-00467,2023-12-09,592.13,Healthcare,Completed,user467@example.com,+1-938-252-8871
TXN-00500,2023-05-14,292.58,Healthcare,Completed,user500@example.com,+1-538-934-8739
TXN-00987,2023-12-28,725.51,Utility,Completed,user987@example.com,+1-862-502-9173
TXN-00923,2023-09-03,519.95,None,Completed,user923@example.com,+1-626-937-6241
TXN-00758,2023-03-27,527.73,Entertainment,Failed,user758@example.com,+1-728-378-3623
TXN-00643,2023-09-06,461.06,Grocery,Completed,user643@example.com,+1-875-699-1257
TXN-00202,2023-03-26,584.12,Entertainment,Completed,user202@example.com,+1-890-283-5458
TXN-00060,2023-10-23,646.33,Healthcare,Pending,user60@example.com,+1-714-804-6439
TXN-00692,2023-05-20,673.9,Utility,Completed,user692@example.com,+1-568-979-5419
TXN-00921,2023-05-26,661.04,Utility,Completed,user921@example.com,+1-383-236-7870
TXN-00837,2023-06-24,732.58,Entertainment,Failed,user837@example.com,+1-247-301-8529
TXN-00722,2023-04-19,,Travel,Completed,user722@example.com,+1-573-316-4273
TXN-00649,2023-05-27,465.36,Healthcare,Completed,user649@example.com,+1-383-309-2578
TXN-00242,2023-05-23,482.79,Utility,Pending,user242@example.com,+1-650-269-8682
TXN-00801,2023-11-22,640.74,Travel,Completed,user801@example.com,+1-993-756-7010
TXN-00154,2023-10-02,534.84,Utility,Completed,user154@example.com,+1-662-715-4629
TXN-00171,2023-11-24,366.57,Entertainment,Completed,user171@example.com,+1-520-637-6120
TXN-00757,2023-07-08,574.0,Travel,Completed,user757@example.com,+1-893-368-4996
TXN-00364,2023-06-11,560.26,Healthcare,Completed,user364example.com,+1-235-329-2101
TXN-00174,2023-04-12,551.17,Utility,Completed,user174@example.com,+1-268-293-2398
TXN-00428,2023-12-28,602.91,Grocery,Completed,user428@example.com,+1-830-628-5067
TXN-00995,2023-11-17,349.76,Healthcare,Completed,user995@example.com,+1-552-779-9231
TXN-00482,2023-04-25,356.67,Entertainment,Completed,user482@example.com,+1-824-695-4150
TXN-00486,2023-07-24,286.66,Entertainment,Completed,user486@example.com,+1-524-691-6714
TXN-00667,2023-06-19,461.75,None,Completed,user667example.com,+1-777-873-1539
TXN-00572,2023-09-19,751.47,Travel,Completed,user572@example.com,+1-974-223-5888
TXN-00595,2023-02-07,655.63,Healthcare,Pending,user595@example.com,+1-552-858-7244
TXN-00647,2023-08-14,95.47,Grocery,Completed,user647@example.com,+1-493-217-9228
TXN-00404,2023-11-06,507.05,Healthcare,Completed,user404@example.com,+1-328-840-5961
TXN-00441,2023-03-17,557.61,Grocery,Completed,user441@example.com,+1-982-612-6995
TXN-00248,2023-10-20,402.0,Grocery,Completed,user248@example.com,+1-493-278-2479
TXN-00346,2023-08-03,534.81,Utility,Completed,user346@example.com,+1-327-576-8159
TXN-00368,2023-11-15,501.89,Travel,Completed,user368@example.com,+1-579-580-8273
TXN-00891,2023-04-21,623.07,Entertainment,Pending,user891@example.com,+1-855-749-9808
TXN-00267,2023-02-20,744.86,Grocery,Completed,user267@example.com,+1-541-283-3317
TXN-00205,2023-11-07,293.35,Grocery,Completed,user205@example.com,+1-624-479-4531
TXN-00800,2023-07-05,504.46,Entertainment,Pending,user800@example.com,12345
TXN-00861,2023-04-24,,Utility,Completed,user861@example.com,+1-824-865-3688
TXN-00429,2023-08-07,658.76,Healthcare,Pending,user429@example.com,+1-363-535-6123
TXN-00488,2023-05-23,337.77,Entertainment,Completed,user488@example.com,+1-494-324-9899
TXN-00734,2023-01-27,244.61,Travel,Completed,user734@example.com,+1-756-237-6890
TXN-00929,2023-09-02,734.83,Entertainment,Completed,user929@example.com,+1-535-288-8483
TXN-00253,2023-07-28,818.32,Utility,Completed,user253@example.com,+1-713-354-2013
TXN-00716,2023-08-25,665.5,Healthcare,Failed,user716@example.com,+1-507-528-4290
TXN-00776,2023-11-18,264.47,Entertainment,Completed,user776example.com,+1-829-804-2388
TXN-00108,2023-04-19,526.19,Grocery,Completed,user108@example.com,+1-693-502-6549
TXN-00055,2023-10-10,654.65,Healthcare,Failed,user55@example.com,+1-994-620-1715
TXN-00136,2023-03-20,732.49,Entertainment,Completed,user136@example.com,+1-325-665-2501
TXN-00443,2023-03-07,ONE HUNDRED,Healthcare,Completed,user443@example.com,+1-783-775-4189
TXN-00611,2023-08-06,598.15,Travel,Completed,user611@example.com,+1-510-215-4470
TXN-00300,2023-03-26,594.44,Entertainment,Completed,user300@example.com,+1-350-647-2502
TXN-00741,2023-01-16,223.87,Grocery,Completed,user741@example.com,+1-308-210-2615
TXN-00344,2023-11-14,423.96,Healthcare,Completed,user344@example.com,+1-492-565-1783
TXN-00971,2023-03-22,519.22,Entertainment,Completed,user971@example.com,+1-343-324-1195
TXN-00411,2023-09-16,606.74,Utility,Completed,user411@example.com,+1-866-415-7825
TXN-00633,2023-10-08,476.3,Healthcare,Completed,user633@example.com,+1-373-343-9954
TXN-00835,2023-07-01,494.8,Healthcare,Completed,user835@example.com,+1-791-333-8951
TXN-00451,2023-05-08,490.6,Healthcare,Pending,user451@example.com,12345
TXN-00431,2023/13/45,322.51,Healthcare,Pending,user431@example.com,+1-710-727-8648
TXN-00690,2023-09-07,566.64,Utility,Completed,user690@example.com,+1-569-309-2499
TXN-00865,2023-06-06,408.08,Travel,Pending,user865@example.com,+1-422-288-2646
TXN-00893,2023-05-22,660.0,Utility,Completed,user893@example.com,+1-285-517-2294
TXN-00853,2023-09-01,404.39,Grocery,Pending,user853@example.com,+1-323-632-3165
TXN-00247,2023-03-09,428.76,Grocery,Pending,user247@example.com,+1-238-258-7041
TXN-00316,2023-01-30,503.15,Travel,Pending,user316@example.com,+1-248-444-7878
TXN-00109,2023-10-18,538.63,Healthcare,Completed,user109@example.com,+1-317-679-2233
TXN-00651,2023-05-20,777.34,Utility,Completed,user651@example.com,+1-396-834-9625
TXN-00955,2023-08-15,487.68,Utility,Completed,user955@example.com,+1-339-998-2785
TXN-00470,2023-03-23,413.63,Entertainment,Completed,user470@example.com,+1-232-786-2800
TXN-00065,2023-12-05,621.88,Healthcare,Completed,user65@example.com,+1-680-471-6546
TXN-00997,2023-12-05,769.65,Healthcare,Completed,user997@example.com,+1-384-226-6224
TXN-00401,2023-03-21,260.84,Utility,Completed,user401@example.com,+1-926-430-6669
TXN-00918,2023-02-22,527.99,Healthcare,Completed,user918@example.com,+1-202-245-1201
TXN-00002,2023-02-27,479.26,Grocery,Completed,user2@example.com,+1-472-345-2169
TXN-00783,2023-03-03,557.03,Healthcare,Pending,user783@example.com,+1-390-698-9804
TXN-00326,2023-09-29,,Travel,Completed,user326@example.com,+1-738-757-9312
TXN-00519,2023-12-29,514.9,Healthcare,Completed,user519@example.com,12345
TXN-00298,2023-07-25,546.09,Travel,Completed,user298@example.com,+1-491-285-3626
TXN-00167,2023-09-17,623.31,Healthcare,Completed,user167@example.com,+1-870-866-4522
TXN-00099,2023-12-17,500.77,Grocery,Pending,user99@example.com,+1-894-973-3240
TXN-00666,2023-07-28,515.96,Grocery,Completed,user666@example.com,+1-900-487-9897
TXN-00901,2023-04-27,555.3,Entertainment,Completed,user901@example.com,+1-516-882-3877
TXN-00856,2023-09-09,414.39,Entertainment,Completed,user856@example.com,+1-305-520-7022
TXN-00120,2023-05-07,612.79,Entertainment,Failed,user120@example.com,+1-850-675-5951
TXN-00162,2023-08-21,618.06,Grocery,Completed,user162@example.com,+1-329-481-9984
TXN-00452,2023-12-08,643.27,Grocery,Pending,user452@example.com,+1-712-241-1742
TXN-00636,2023-09-01,251.77,Travel,Completed,user636@example.com,+1-234-276-1794
TXN-00926,2023-04-05,271.52,Utility,Pending,user926@example.com,+1-383-428-9450
TXN-00384,2023-10-06,421.14,Healthcare,Completed,user384@example.com,+1-928-926-3852
TXN-00251,2023-05-05,310.87,Entertainment,Completed,user251@example.com,+1-660-785-4084
TXN-00570,2023-12-12,447.27,Utility,Completed,user570@example.com,+1-602-741-3086
TXN-00188,2023-05-03,489.08,Grocery,Failed,user188@example.com,+1-639-774-1430
TXN-00927,2023-01-27,ONE HUNDRED,Travel,Completed,user927@example.com,+1-247-610-2129
TXN-00473,2023-07-15,272.72,Healthcare,Completed,user473@example.com,+1-622-907-4340
TXN-00548,2023-08-04,469.54,Healthcare,Completed,user548@example.com,+1-786-749-3455
TXN-00111,2023-04-19,212.18,Entertainment,Completed,user111@example.com,+1-892-941-7511
TXN-00967,2023-04-19,398.54,Healthcare,Completed,user967@example.com,+1-250-893-5896
TXN-00499,2023-03-01,368.66,Grocery,Completed,user499@example.com,+1-253-302-7771
TXN-00394,2023-12-06,774.72,Grocery,Failed,user394@example.com,+1-524-857-2215
TXN-00310,2023-12-05,,Entertainment,Completed,user310@example.com,+1-659-830-1086
TXN-00277,2023-03-13,529.86,Entertainment,Pending,user277@example.com,+1-396-431-3253
TXN-00146,2023-08-28,,Entertainment,Completed,user146@example.com,+1-876-226-3159
TXN-00124,2023-10-27,289.72,Healthcare,Failed,user124@example.com,+1-299-440-9807
TXN-00128,2023-07-05,415.06,Healthcare,Completed,user128@example.com,+1-624-870-2622
TXN-00152,2023-02-28,551.97,Travel,Completed,user152@example.com,+1-687-659-6931
TXN-00733,2023-10-04,561.24,Entertainment,Pending,user733@example.com,+1-718-908-7853
TXN-00243,2023-12-09,575.75,Travel,Completed,user243@example.com,+1-652-846-5961
TXN-00352,2023/13/45,721.3,Grocery,Completed,user352@example.com,+1-280-640-3956
TXN-00444,2023-01-22,486.63,Utility,Completed,user444@example.com,+1-571-766-5728
TXN-00005,2023-05-06,464.88,Entertainment,Completed,user5@example.com,+1-649-327-8679
TXN-00118,2023-05-16,324.7,Entertainment,Completed,user118@example.com,+1-682-225-6374
TXN-00461,2023-04-01,794.71,Grocery,Completed,user461@example.com,+1-686-217-7035
TXN-00516,2023-04-08,613.31,Travel,Completed,user516@example.com,+1-705-337-9261
TXN-00772,2023-04-12,6640.0,Utility,Completed,user772@example.com,+1-811-597-7431
TXN-00493,2023-09-18,511.61,Utility,Completed,user493@example.com,+1-965-690-4505
TXN-00314,2023-06-01,622.03,Grocery,Completed,user314@example.com,+1-633-313-5720
TXN-00764,2023-02-25,485.59,Healthcare,Pending,user764@example.com,+1-660-806-8037
TXN-00193,2023-02-13,532.11,Utility,Completed,user193@example.com,+1-385-346-7566
TXN-00227,2023-04-28,509.64,None,Pending,user227@example.com,+1-449-646-7560
TXN-00370,2023-02-21,384.05,Grocery,Completed,user370@example.com,+1-742-575-7521
TXN-00358,2023-07-22,456.7,Utility,Completed,user358@example.com,+1-559-657-1693
TXN-00377,2023-06-28,630.85,Utility,Completed,user377@example.com,+1-826-492-9047
TXN-00353,2023-04-15,,Utility,Completed,user353@example.com,+1-758-500-6262
TXN-00255,2023-02-18,272.09,Entertainment,Completed,user255@example.com,+1-931-286-9266
TXN-00151,2023-12-15,537.57,Grocery,Pending,user151@example.com,+1-738-316-2041
TXN-00268,2023-02-01,285.48,Healthcare,Completed,user268@example.com,+1-558-517-7421
TXN-00432,2023-02-27,194.12,Healthcare,Completed,user432@example.com,+1-710-515-9148
TXN-00910,2023-01-24,824.49,Grocery,Completed,user910@example.com,+1-736-265-5308
TXN-00857,2023-08-18,375.15,Travel,Completed,user857@example.com,+1-506-340-7270
TXN-00427,2023-10-10,355.26,Utility,Completed,user427@example.com,+1-251-497-7293
TXN-00413,2023-05-09,269.88,Utility,Completed,user413@example.com,+1-709-842-9938
TXN-00743,2023-04-13,406.28,Utility,Completed,user743@example.com,+1-964-731-4621
TXN-00209,2023-12-20,577.26,Travel,Pending,user209@example.com,+1-739-883-6053
TXN-00290,2023-01-08,406.6,Travel,Completed,user290@example.com,+1-576-894-8218
TXN-00792,2023-09-17,531.15,Healthcare,Completed,user792@example.com,+1-625-927-8272
TXN-00691,2023-04-23,445.86,Grocery,Pending,user691@example.com,+1-205-515-8286
TXN-00721,2023-06-17,546.17,Travel,Completed,user721@example.com,+1-585-487-7437
TXN-00771,2023-07-23,ONE HUNDRED,Grocery,Completed,user771@example.com,+1-740-854-6134
TXN-00178,2023-10-04,718.03,Utility,Completed,user178@example.com,+1-800-775-6400
TXN-00756,2023-05-12,894.86,Utility,Completed,user756@example.com,+1-223-551-2791
TXN-00547,2023-04-09,9366.0,Entertainment,Completed,user547@example.com,+1-760-717-4312
TXN-00053,2023-07-13,398.46,Travel,Completed,user53@example.com,+1-393-914-4912
TXN-00785,2023-01-22,583.97,Utility,Completed,user785@example.com,+1-768-370-9022
TXN-00578,2023-09-21,615.63,Travel,Pending,user578@example.com,+1-232-876-7868
TXN-00755,2023-12-25,357.59,Grocery,Completed,user755@example.com,+1-245-927-2885
TXN-00753,2023-04-22,353.62,Utility,Completed,user753@example.com,+1-648-939-8412
TXN-00797,2023-09-08,,Grocery,Pending,user797@example.com,+1-372-999-8492
TXN-00138,2023-03-23,451.69,Travel,Pending,user138@example.com,+1-251-541-4990
TXN-00719,2023-05-14,445.46,Grocery,Pending,user719@example.com,+1-952-911-9044
TXN-00924,2023-08-14,394.98,Travel,Completed,user924@example.com,+1-477-279-7108
TXN-00549,2023-12-07,555.67,Grocery,Completed,user549@example.com,+1-368-535-9525
TXN-00939,2023-03-19,536.57,None,Completed,user939@example.com,+1-543-201-7164
TXN-00574,2023-03-28,467.13,Utility,Completed,user574@example.com,+1-634-744-7214
TXN-00469,2023-05-17,420.42,Entertainment,Completed,user469example.com,12345
TXN-00564,2023-11-07,451.1,Entertainment,Completed,user564@example.com,+1-984-856-7887
TXN-00799,2023-08-10,504.25,Travel,Completed,user799@example.com,+1-762-723-2854
TXN-00868,2023-07-08,550.17,Travel,Pending,user868@example.com,+1-559-639-6152
TXN-00834,2023-04-19,384.83,None,Completed,user834@example.com,+1-490-545-9967
TXN-00264,2023-12-11,346.34,Travel,Completed,user264@example.com,+1-267-537-2548
TXN-00522,2023-09-24,581.5,Utility,Completed,user522@example.com,+1-781-890-4164
TXN-00396,2023-03-10,429.62,Grocery,Completed,user396@example.com,+1-552-331-3981
TXN-00081,2023-05-17,467.05,Entertainment,Completed,user81@example.com,+1-824-591-4945
TXN-00246,2023-10-04,449.82,Travel,Completed,user246@example.com,+1-517-672-8404
TXN-00807,2023-09-25,533.32,Entertainment,Completed,user807@example.com,+1-469-556-2425
TXN-00106,2023-05-18,560.61,Entertainment,Completed,user106@example.com,+1-574-743-9221
TXN-00602,2023-07-16,361.68,Utility,Pending,user602@example.com,+1-626-770-9683
TXN-00317,2023-10-24,602.29,Utility,Completed,user317@example.com,+1-854-837-8489
TXN-00793,2023-11-28,540.74,Healthcare,Completed,user793@example.com,+1-700-371-2354
TXN-00410,2023-05-16,577.17,Travel,Completed,user410@example.com,+1-283-246-5336
TXN-00026,2023-10-07,516.64,Utility,Pending,user26@example.com,+1-201-873-9889
TXN-00178,2023-10-04,718.03,Utility,Completed,user178@example.com,+1-800-775-6400
TXN-00112,2023-12-02,496.02,Travel,Pending,user112@example.com,+1-770-574-2479
TXN-00658,2023/13/45,496.38,Entertainment,Completed,user658@example.com,+1-586-765-8798
TXN-00062,2023-12-27,472.15,Healthcare,Completed,user62@example.com,+1-738-667-1251
TXN-00746,2023-03-20,391.14,Healthcare,Failed,user746@example.com,+1-354-553-1402
TXN-00057,2023-11-18,374.12,Travel,Completed,user57@example.com,+1-922-590-7325
TXN-00042,2023-02-17,525.71,Utility,Completed,user42@example.com,+1-449-667-3369
TXN-00068,2023-02-10,650.53,Grocery,Pending,user68@example.com,+1-890-746-7226
TXN-00838,2023-05-24,350.25,Healthcare,Completed,user838@example.com,+1-216-327-3588
TXN-00476,2023-04-24,462.64,Grocery,Completed,user476@example.com,+1-922-341-9498
TXN-00563,2023-10-24,630.67,Travel,Completed,user563@example.com,+1-384-987-3218
TXN-00403,2023-05-25,500.79,Travel,Completed,user403@example.com,+1-456-401-5496
TXN-00051,2023-10-02,548.61,Entertainment,Completed,user51@example.com,+1-765-981-9903
TXN-00407,2023-04-15,339.86,Utility,Completed,user407@example.com,+1-806-794-3526
TXN-00676,2023-12-23,383.33,Grocery,Completed,user676example.com,+1-712-963-6666
TXN-00110,2023-06-11,488.83,Utility,Completed,user110@example.com,+1-344-972-4696
TXN-00350,2023-09-25,467.98,Healthcare,Failed,user350@example.com,+1-576-731-5369
TXN-00518,2023-01-23,353.37,Healthcare,Completed,user518@example.com,+1-315-538-3662
TXN-00454,2023-07-01,575.61,Travel,Completed,user454@example.com,+1-685-731-8487
TXN-00269,2023-07-26,433.99,Travel,Pending,user269@example.com,+1-332-809-2388
TXN-00385,2023-12-27,386.13,Utility,Completed,user385@example.com,+1-570-720-4673
TXN-00569,2023-08-15,219.38,Travel,Completed,user569@example.com,+1-321-382-9802
TXN-00145,2023-11-02,538.98,Healthcare,Pending,user145@example.com,+1-456-378-2801
TXN-00161,2023-03-22,353.8,Travel,Completed,user161@example.com,+1-822-351-2076
TXN-00069,2023-04-30,554.25,Entertainment,Completed,user69@example.com,+1-524-841-8994
TXN-00767,2023-06-09,494.75,Utility,Pending,user767@example.com,+1-791-304-9796
TXN-00900,2023-06-01,377.46,Healthcare,Completed,user900@example.com,+1-318-664-1901
TXN-00698,2023-12-09,312.33,Grocery,Completed,user698@example.com,+1-811-812-6315
TXN-00497,2023-06-19,344.41,Grocery,Completed,user497@example.com,+1-448-251-9700
TXN-00637,2023-08-19,,Healthcare,Pending,user637@example.com,+1-982-206-7756
TXN-00017,2023-04-22,348.08,Healthcare,Completed,user17@example.com,+1-850-703-2494
TXN-00582,2023-06-21,437.71,Travel,Completed,user582@example.com,+1-657-812-1797
TXN-00680,2023-09-02,690.73,Travel,Pending,user680@example.com,+1-992-534-1485
TXN-00809,2023-05-19,688.36,Healthcare,Completed,user809@example.com,+1-414-955-6744
TXN-00369,2023-10-16,514.65,Travel,Pending,user369@example.com,+1-981-278-3255
TXN-00061,2023-04-09,428.12,Travel,Pending,user61@example.com,+1-302-650-2633
TXN-00998,2023-04-12,596.13,Grocery,Completed,user998@example.com,+1-811-424-1480
TXN-00591,2023-01-24,510.73,Grocery,Completed,user591@example.com,+1-623-507-5508
TXN-00707,2023-07-21,307.94,Entertainment,Completed,user707@example.com,+1-482-631-5911
TXN-00894,2023-10-29,675.39,Utility,Completed,user894@example.com,+1-723-408-3545
TXN-00684,2023-07-19,573.41,Utility,Completed,user684@example.com,12345
TXN-00397,2023-05-16,243.03,Healthcare,Completed,user397@example.com,+1-986-332-8088
TXN-00168,2023-02-24,784.52,Travel,Completed,user168@example.com,+1-640-662-4743
TXN-00319,2023-02-01,548.62,Healthcare,Completed,user319@example.com,+1-811-748-1269
TXN-00132,2023-09-10,510.28,Grocery,Completed,user132@example.com,+1-441-571-2627
TXN-00655,2023-02-11,,Entertainment,Pending,user655@example.com,+1-913-431-5914
TXN-00576,2023-02-13,168.33,Travel,Completed,user576@example.com,+1-554-358-5516
TXN-00909,2023-05-21,596.82,Utility,Completed,user909@example.com,+1-543-639-5456
TXN-00845,2023-04-08,524.97,Travel,Completed,user845@example.com,+1-253-605-6005
TXN-00608,2023-12-19,13743.0,Utility,Completed,user608@example.com,12345
TXN-00257,2023-12-04,690.04,Utility,Completed,user257example.com,+1-453-924-8172
TXN-00060,2023-10-23,646.33,Healthcare,Pending,user60example.com,+1-714-804-6439
TXN-00012,2023-10-30,430.14,Utility,Pending,user12@example.com,+1-890-789-1339
TXN-00011,2023-02-14,430.49,Healthcare,Completed,user11@example.com,+1-226-293-4750
TXN-00214,2023-11-29,597.71,Utility,Completed,user214@example.com,+1-496-535-2965
TXN-00754,2023-08-27,658.05,Entertainment,Completed,user754@example.com,+1-526-268-5919
TXN-00750,2023-12-09,289.0,Healthcare,Completed,user750@example.com,+1-519-551-8460
TXN-00650,2023-05-01,604.43,Travel,Completed,user650@example.com,+1-736-352-4948
TXN-00671,2023-02-01,686.91,Grocery,Completed,user671@example.com,+1-278-506-3661
TXN-00412,2023-09-08,331.3,Entertainment,Completed,user412@example.com,+1-832-854-1496
TXN-00795,2023-01-07,337.84,Travel,Completed,user795@example.com,+1-499-233-5503
TXN-00077,2023-07-09,513.06,Utility,Completed,user77@example.com,+1-583-641-3385
TXN-00252,2023-08-31,637.68,None,Pending,user252@example.com,+1-529-819-8792
TXN-00816,2023-05-18,277.17,Travel,Completed,user816@example.com,+1-496-786-5380
TXN-00492,2023-11-25,721.99,Healthcare,Completed,user492@example.com,+1-554-652-5201
TXN-00489,2023-02-05,ONE HUNDRED,Utility,Completed,user489@example.com,+1-588-604-6654
TXN-00867,2023-10-25,542.88,Grocery,Completed,user867@example.com,+1-803-947-7291
TXN-00532,2023-11-16,250.77,Entertainment,Pending,user532@example.com,+1-909-441-2017
TXN-00321,2023-01-30,514.55,Grocery,Completed,user321@example.com,+1-935-347-5772
TXN-00695,2023-01-15,588.97,Entertainment,Completed,user695@example.com,+1-770-768-9395
TXN-00660,2023-12-22,478.35,Utility,Completed,user660@example.com,+1-919-375-2354
TXN-00150,2023-01-06,544.55,Utility,Completed,user150@example.com,+1-329-959-7897
TXN-00496,2023-10-02,580.84,Utility,Pending,user496@example.com,+1-340-311-4920
TXN-00137,2023-11-18,382.51,Travel,Completed,user137@example.com,+1-878-417-1349
